merchant_id,signup_date,country,plan_type,industry,churned,churn_date,recency,frequency,monetary,recency_days,segment,segment_name
M00887,2024-05-22,India,Basic,Electronics,No,,3.0,142.0,7295.92,3.0,0.0,High-GMV Loyal Merchants
M00888,2023-10-01,India,Basic,Fashion,Yes,2024-03-25,294.0,14.0,677.44,294.0,1.0,New / Fast-Growing Merchants
M00889,2024-05-20,India,Basic,Electronics,No,,2.0,122.0,6222.0,2.0,0.0,High-GMV Loyal Merchants
M00890,2023-01-15,India,Basic,Food,No,,6.0,12.0,637.26,6.0,1.0,New / Fast-Growing Merchants
M00891,2023-07-11,Australia,Basic,Home,No,,7.0,99.0,5050.57,7.0,1.0,New / Fast-Growing Merchants
M00892,2024-09-22,India,Shopify,Food,No,,3.0,37.0,3675.3,3.0,1.0,New / Fast-Growing Merchants
M00893,2024-04-29,US,Basic,Electronics,No,,1.0,195.0,9946.08,1.0,0.0,High-GMV Loyal Merchants
M00894,2023-01-28,India,Basic,Beauty,Yes,2023-06-11,570.0,106.0,5369.67,570.0,2.0,At-Risk Merchants
M00895,2024-12-14,Australia,Basic,Food,No,,1.0,119.0,5523.3,1.0,0.0,High-GMV Loyal Merchants
M00896,2023-02-08,India,Basic,Beauty,No,,76.0,15.0,694.54,76.0,1.0,New / Fast-Growing Merchants
M00897,2023-09-30,US,Basic,Electronics,No,,19.0,35.0,1700.32,19.0,1.0,New / Fast-Growing Merchants
M00898,2023-08-19,Australia,Advanced,Home,No,,1.0,158.0,41896.08,1.0,3.0,Low-Value / Dormant Merchants
M00899,2023-03-27,Australia,Shopify,Beauty,No,,13.0,178.0,17558.13,13.0,0.0,High-GMV Loyal Merchants
M00900,2024-04-18,US,Advanced,Electronics,No,,2.0,95.0,24673.86,2.0,3.0,Low-Value / Dormant Merchants
M00901,2023-05-06,US,Basic,Beauty,No,,4.0,103.0,5152.78,4.0,1.0,New / Fast-Growing Merchants
M00902,2024-06-20,US,Basic,Food,No,,1.0,86.0,4097.46,1.0,1.0,New / Fast-Growing Merchants
M00903,2023-05-25,US,Basic,Electronics,No,,71.0,27.0,1455.71,71.0,1.0,New / Fast-Growing Merchants
M00904,2024-06-08,US,Basic,Food,Yes,2024-08-31,123.0,80.0,4107.07,123.0,1.0,New / Fast-Growing Merchants
M00905,2023-07-31,Australia,Shopify,Fashion,No,,9.0,62.0,6031.65,9.0,1.0,New / Fast-Growing Merchants
M00906,2023-01-25,Australia,Basic,Electronics,No,,7.0,119.0,5497.59,7.0,0.0,High-GMV Loyal Merchants
M00907,2024-08-02,India,Basic,Beauty,No,,1.0,92.0,4587.64,1.0,1.0,New / Fast-Growing Merchants
M00908,2024-01-29,India,Basic,Fashion,No,,1.0,130.0,6307.83,1.0,0.0,High-GMV Loyal Merchants
M00909,2023-03-08,Canada,Basic,Food,No,,3.0,131.0,6684.33,3.0,0.0,High-GMV Loyal Merchants
M00910,2023-08-21,India,Shopify,Food,Yes,2023-12-12,386.0,92.0,9254.13,386.0,2.0,At-Risk Merchants
M00911,2023-04-19,India,Basic,Beauty,Yes,2023-10-17,443.0,162.0,7954.9800000000005,443.0,2.0,At-Risk Merchants
M00912,2023-05-26,US,Basic,Fashion,No,,1.0,122.0,6083.22,1.0,0.0,High-GMV Loyal Merchants
M00913,2023-04-21,US,Basic,Home,No,,43.0,54.0,2711.22,43.0,1.0,New / Fast-Growing Merchants
M00914,2023-08-16,India,Basic,Beauty,Yes,2024-06-23,201.0,159.0,8125.47,201.0,0.0,High-GMV Loyal Merchants
M00915,2023-04-21,Canada,Shopify,Food,Yes,2023-10-03,462.0,23.0,2372.96,462.0,2.0,At-Risk Merchants
M00916,2024-04-14,US,Advanced,Electronics,No,,1.0,88.0,22920.68,1.0,0.0,High-GMV Loyal Merchants
M00917,2023-02-03,India,Advanced,Fashion,No,,31.0,89.0,22859.95,31.0,0.0,High-GMV Loyal Merchants
M00918,2024-09-14,India,Shopify,Home,Yes,2025-08-20,-229.0,77.0,7627.41,-229.0,1.0,New / Fast-Growing Merchants
M00919,2024-01-04,Australia,Basic,Electronics,No,,3.0,143.0,7116.39,3.0,0.0,High-GMV Loyal Merchants
M00920,2024-08-17,Canada,Shopify,Fashion,No,,2.0,65.0,6691.12,2.0,1.0,New / Fast-Growing Merchants
M00921,2024-07-07,Australia,Basic,Beauty,Yes,2024-07-23,162.0,52.0,2749.08,162.0,1.0,New / Fast-Growing Merchants
M00922,2024-02-29,Canada,Basic,Beauty,No,,5.0,96.0,4839.65,5.0,1.0,New / Fast-Growing Merchants
M00923,2024-09-04,US,Shopify,Fashion,No,,1.0,198.0,19874.42,1.0,0.0,High-GMV Loyal Merchants
M00924,2024-06-01,Canada,Basic,Home,No,,9.0,27.0,1382.55,9.0,1.0,New / Fast-Growing Merchants
M00925,2024-11-22,India,Advanced,Fashion,No,,1.0,57.0,14651.89,1.0,1.0,New / Fast-Growing Merchants
M00926,2023-10-09,India,Basic,Electronics,No,,6.0,151.0,7753.6,6.0,0.0,High-GMV Loyal Merchants
M00927,2023-11-16,Canada,Shopify,Electronics,No,,1.0,146.0,14963.95,1.0,0.0,High-GMV Loyal Merchants
M00928,2024-03-18,Canada,Shopify,Beauty,No,,5.0,138.0,13646.33,5.0,0.0,High-GMV Loyal Merchants
M00929,2023-11-11,Canada,Advanced,Fashion,Yes,2024-04-25,252.0,167.0,42411.43,252.0,3.0,Low-Value / Dormant Merchants
M00930,2024-01-12,Australia,Shopify,Beauty,No,,1.0,182.0,19020.58,1.0,0.0,High-GMV Loyal Merchants
M00931,2023-10-16,Canada,Shopify,Home,No,,4.0,107.0,10819.8,4.0,0.0,High-GMV Loyal Merchants
M00932,2024-03-12,US,Basic,Electronics,No,,1.0,54.0,2595.01,1.0,1.0,New / Fast-Growing Merchants
M00933,2024-10-23,Australia,Basic,Food,No,,1.0,43.0,2384.1,1.0,1.0,New / Fast-Growing Merchants
M00934,2023-10-04,Australia,Basic,Food,No,,2.0,153.0,7652.84,2.0,0.0,High-GMV Loyal Merchants
M00935,2024-12-10,Canada,Shopify,Fashion,No,,1.0,170.0,17071.85,1.0,0.0,High-GMV Loyal Merchants
M00936,2024-08-04,US,Basic,Fashion,No,,20.0,11.0,611.39,20.0,1.0,New / Fast-Growing Merchants
M00937,2024-05-17,Australia,Shopify,Food,No,,6.0,160.0,16265.69,6.0,0.0,High-GMV Loyal Merchants
M00938,2024-09-15,India,Basic,Fashion,No,,1.0,185.0,9245.68,1.0,0.0,High-GMV Loyal Merchants
M00939,2024-05-30,Australia,Basic,Electronics,Yes,2024-08-17,137.0,198.0,9761.69,137.0,0.0,High-GMV Loyal Merchants
M00940,2023-12-16,Canada,Shopify,Home,No,,1.0,112.0,10828.14,1.0,0.0,High-GMV Loyal Merchants
M00941,2024-03-21,US,Basic,Home,No,,3.0,63.0,2932.24,3.0,1.0,New / Fast-Growing Merchants
M00942,2023-12-16,Canada,Basic,Beauty,No,,6.0,184.0,9210.53,6.0,0.0,High-GMV Loyal Merchants
M00943,2024-08-29,India,Basic,Electronics,No,,1.0,141.0,7326.34,1.0,0.0,High-GMV Loyal Merchants
M00944,2024-10-25,India,Advanced,Fashion,Yes,2025-09-30,-269.0,101.0,26042.35,-269.0,3.0,Low-Value / Dormant Merchants
M00945,2023-05-17,India,Shopify,Fashion,No,,27.0,14.0,1512.43,27.0,1.0,New / Fast-Growing Merchants
M00946,2023-08-31,Canada,Basic,Beauty,Yes,2023-11-22,406.0,122.0,6024.15,406.0,2.0,At-Risk Merchants
M00947,2024-06-26,Australia,Basic,Beauty,Yes,2024-11-08,54.0,174.0,9060.29,54.0,0.0,High-GMV Loyal Merchants
M00948,2023-02-09,Canada,Basic,Fashion,No,,1.0,80.0,4089.4,1.0,1.0,New / Fast-Growing Merchants
M00949,2023-08-17,US,Shopify,Fashion,No,,6.0,128.0,13271.81,6.0,0.0,High-GMV Loyal Merchants
M00950,2024-07-01,Australia,Shopify,Electronics,No,,1.0,191.0,18873.23,1.0,0.0,High-GMV Loyal Merchants
M00951,2023-08-11,India,Basic,Beauty,No,,2.0,130.0,6424.27,2.0,0.0,High-GMV Loyal Merchants
M00952,2023-01-06,Canada,Basic,Electronics,No,,2.0,77.0,4062.39,2.0,1.0,New / Fast-Growing Merchants
M00953,2023-11-18,India,Basic,Fashion,No,,4.0,175.0,8756.9,4.0,0.0,High-GMV Loyal Merchants
M00954,2024-04-12,India,Shopify,Food,Yes,2024-08-13,141.0,119.0,11812.78,141.0,0.0,High-GMV Loyal Merchants
M00955,2023-03-16,US,Shopify,Food,Yes,2024-02-09,333.0,46.0,4555.52,333.0,2.0,At-Risk Merchants
M00956,2023-01-04,Australia,Basic,Fashion,No,,17.0,48.0,2454.7,17.0,1.0,New / Fast-Growing Merchants
M00957,2024-10-07,US,Basic,Beauty,No,,1.0,166.0,8232.92,1.0,0.0,High-GMV Loyal Merchants
M00958,2023-04-28,US,Basic,Food,No,,10.0,138.0,6711.51,10.0,0.0,High-GMV Loyal Merchants
M00959,2024-08-28,US,Advanced,Beauty,Yes,2025-05-16,-134.0,98.0,25156.03,-134.0,3.0,Low-Value / Dormant Merchants
M00960,2024-05-18,India,Basic,Food,No,,2.0,87.0,4711.66,2.0,1.0,New / Fast-Growing Merchants
M00961,2024-07-27,US,Shopify,Beauty,No,,1.0,166.0,16439.75,1.0,0.0,High-GMV Loyal Merchants
M00962,2024-03-16,US,Shopify,Food,No,,29.0,18.0,1716.41,29.0,1.0,New / Fast-Growing Merchants
M00963,2023-07-13,Australia,Basic,Beauty,No,,1.0,46.0,2276.61,1.0,1.0,New / Fast-Growing Merchants
M00964,2024-12-15,Australia,Basic,Electronics,Yes,2025-04-01,-87.0,137.0,7318.9,-87.0,0.0,High-GMV Loyal Merchants
M00965,2024-01-27,US,Basic,Beauty,Yes,2024-11-04,59.0,129.0,6391.24,59.0,0.0,High-GMV Loyal Merchants
M00966,2023-01-26,Australia,Shopify,Electronics,No,,19.0,61.0,6062.41,19.0,1.0,New / Fast-Growing Merchants
M00967,2024-03-10,Australia,Shopify,Electronics,No,,5.0,173.0,17868.39,5.0,0.0,High-GMV Loyal Merchants
M00968,2023-06-22,US,Shopify,Fashion,Yes,2023-10-17,442.0,104.0,10615.14,442.0,2.0,At-Risk Merchants
M00969,2023-10-27,India,Basic,Electronics,No,,4.0,27.0,1256.44,4.0,1.0,New / Fast-Growing Merchants
M00970,2024-10-06,US,Basic,Home,Yes,2025-02-09,-39.0,177.0,8873.8,-39.0,0.0,High-GMV Loyal Merchants
M00971,2023-11-22,Australia,Advanced,Electronics,Yes,2024-10-22,71.0,157.0,40650.23,71.0,3.0,Low-Value / Dormant Merchants
M00972,2024-02-14,India,Shopify,Beauty,No,,4.0,57.0,5784.5,4.0,1.0,New / Fast-Growing Merchants
M00973,2023-04-28,Canada,Basic,Electronics,Yes,2024-03-11,296.0,93.0,4826.47,296.0,2.0,At-Risk Merchants
M00974,2024-12-24,India,Advanced,Beauty,No,,1.0,106.0,27705.44,1.0,3.0,Low-Value / Dormant Merchants
M00975,2023-08-13,Australia,Shopify,Beauty,No,,1.0,140.0,14512.19,1.0,0.0,High-GMV Loyal Merchants
M00976,2024-06-15,India,Shopify,Home,Yes,2025-06-08,-158.0,175.0,17704.46,-158.0,0.0,High-GMV Loyal Merchants
M00977,2023-04-23,US,Shopify,Electronics,Yes,2023-07-08,543.0,199.0,20128.24,543.0,2.0,At-Risk Merchants
M00978,2023-05-20,Canada,Shopify,Electronics,No,,3.0,182.0,17907.48,3.0,0.0,High-GMV Loyal Merchants
M00979,2024-07-12,Canada,Shopify,Food,Yes,2025-05-22,-140.0,160.0,15568.11,-140.0,0.0,High-GMV Loyal Merchants
M00980,2023-01-01,Canada,Basic,Food,No,,2.0,23.0,1130.96,2.0,1.0,New / Fast-Growing Merchants
M00981,2023-03-31,Australia,Basic,Fashion,Yes,2023-08-28,492.0,116.0,5873.81,492.0,2.0,At-Risk Merchants
M00982,2024-10-15,Australia,Advanced,Beauty,No,,1.0,111.0,29403.63,1.0,3.0,Low-Value / Dormant Merchants
M00983,2023-11-16,Canada,Basic,Home,Yes,2024-01-24,343.0,165.0,8257.87,343.0,2.0,At-Risk Merchants
M00984,2024-07-03,India,Basic,Food,Yes,2024-11-02,60.0,130.0,6986.13,60.0,0.0,High-GMV Loyal Merchants
M00985,2023-05-19,Canada,Basic,Electronics,Yes,2024-03-31,278.0,157.0,7665.01,278.0,2.0,At-Risk Merchants
M00986,2024-05-25,India,Basic,Fashion,Yes,2025-02-21,-47.0,185.0,9367.41,-47.0,0.0,High-GMV Loyal Merchants
M00987,2023-09-16,India,Shopify,Home,No,,20.0,17.0,1628.52,20.0,1.0,New / Fast-Growing Merchants
M00988,2024-11-03,Australia,Advanced,Electronics,No,,2.0,73.0,18301.32,2.0,1.0,New / Fast-Growing Merchants
M00989,2024-11-20,India,Basic,Electronics,Yes,2025-08-14,-219.0,39.0,2025.14,-219.0,1.0,New / Fast-Growing Merchants
M00990,2023-01-10,Canada,Basic,Beauty,Yes,2023-09-03,486.0,107.0,5205.95,486.0,2.0,At-Risk Merchants
M00991,2023-09-18,Australia,Basic,Beauty,No,,3.0,60.0,3188.37,3.0,1.0,New / Fast-Growing Merchants
M00992,2024-10-11,US,Advanced,Food,No,,2.0,178.0,46388.6,2.0,3.0,Low-Value / Dormant Merchants
M00993,2023-06-21,US,Shopify,Food,No,,2.0,63.0,6290.51,2.0,1.0,New / Fast-Growing Merchants
M00994,2023-01-13,Australia,Basic,Electronics,No,,8.0,169.0,8753.2,8.0,0.0,High-GMV Loyal Merchants
M00995,2023-06-17,Canada,Shopify,Electronics,No,,6.0,103.0,10382.56,6.0,0.0,High-GMV Loyal Merchants
M00996,2024-10-03,US,Advanced,Food,No,,1.0,115.0,27500.13,1.0,3.0,Low-Value / Dormant Merchants
M00997,2024-08-18,US,Shopify,Food,No,,2.0,84.0,8877.78,2.0,1.0,New / Fast-Growing Merchants
M00998,2023-11-17,India,Advanced,Electronics,No,,5.0,36.0,9780.75,5.0,1.0,New / Fast-Growing Merchants
M00999,2023-11-15,India,Basic,Home,Yes,2024-05-14,232.0,29.0,1431.14,232.0,1.0,New / Fast-Growing Merchants
M01000,2024-09-04,Canada,Shopify,Electronics,No,,2.0,11.0,1028.56,2.0,1.0,New / Fast-Growing Merchants
M01001,2023-11-25,Australia,Basic,Home,Yes,2024-05-17,231.0,70.0,3517.63,231.0,1.0,New / Fast-Growing Merchants
M01002,2024-07-03,Canada,Shopify,Home,No,,3.0,21.0,2014.78,3.0,1.0,New / Fast-Growing Merchants
M01003,2024-02-23,Australia,Shopify,Electronics,No,,3.0,52.0,5239.14,3.0,1.0,New / Fast-Growing Merchants
M01004,2024-08-28,US,Shopify,Fashion,No,,1.0,18.0,1605.55,1.0,1.0,New / Fast-Growing Merchants
M01005,2023-04-05,India,Shopify,Food,Yes,2023-10-02,459.0,157.0,15329.09,459.0,2.0,At-Risk Merchants
M01006,2024-08-03,Canada,Basic,Beauty,No,,1.0,61.0,3050.91,1.0,1.0,New / Fast-Growing Merchants
M01007,2023-11-14,Canada,Basic,Electronics,No,,1.0,63.0,3174.91,1.0,1.0,New / Fast-Growing Merchants
M01008,2023-08-24,Australia,Advanced,Home,No,,6.0,187.0,49988.45,6.0,3.0,Low-Value / Dormant Merchants
M01009,2023-11-30,Australia,Advanced,Electronics,No,,6.0,151.0,39361.48,6.0,3.0,Low-Value / Dormant Merchants
M01010,2024-01-11,Canada,Basic,Food,No,,7.0,111.0,5592.72,7.0,0.0,High-GMV Loyal Merchants
M01011,2024-04-03,Australia,Basic,Home,No,,6.0,29.0,1534.02,6.0,1.0,New / Fast-Growing Merchants
M01012,2023-05-17,Canada,Basic,Beauty,No,,11.0,21.0,982.96,11.0,1.0,New / Fast-Growing Merchants
M01013,2024-08-10,Canada,Shopify,Beauty,No,,1.0,160.0,15874.52,1.0,0.0,High-GMV Loyal Merchants
M01014,2024-06-30,Canada,Shopify,Beauty,No,,2.0,12.0,1050.2,2.0,1.0,New / Fast-Growing Merchants
M01015,2024-05-27,US,Basic,Fashion,No,,1.0,106.0,5019.04,1.0,1.0,New / Fast-Growing Merchants
M01016,2023-10-23,Australia,Basic,Home,No,,10.0,79.0,3812.44,10.0,1.0,New / Fast-Growing Merchants
M01017,2023-11-16,India,Shopify,Home,No,,4.0,82.0,8234.37,4.0,1.0,New / Fast-Growing Merchants
M01018,2024-07-25,India,Shopify,Fashion,No,,1.0,144.0,13839.869999999999,1.0,0.0,High-GMV Loyal Merchants
M01019,2023-12-15,Australia,Basic,Home,Yes,2024-07-21,164.0,81.0,4069.11,164.0,1.0,New / Fast-Growing Merchants
M01020,2023-08-17,Canada,Shopify,Fashion,No,,11.0,101.0,10133.82,11.0,0.0,High-GMV Loyal Merchants
M01021,2023-09-27,India,Basic,Electronics,No,,6.0,87.0,4295.52,6.0,1.0,New / Fast-Growing Merchants
M01022,2023-10-18,India,Basic,Food,No,,1.0,125.0,6266.45,1.0,0.0,High-GMV Loyal Merchants
M01023,2024-12-25,Australia,Shopify,Beauty,No,,1.0,20.0,1971.59,1.0,1.0,New / Fast-Growing Merchants
M01024,2023-06-14,India,Shopify,Fashion,Yes,2024-03-21,287.0,176.0,17679.07,287.0,2.0,At-Risk Merchants
M01025,2023-01-05,Canada,Advanced,Fashion,No,,2.0,130.0,33565.83,2.0,3.0,Low-Value / Dormant Merchants
M01026,2024-01-14,Australia,Shopify,Fashion,No,,2.0,117.0,11803.12,2.0,0.0,High-GMV Loyal Merchants
M01027,2023-03-19,Canada,Shopify,Electronics,Yes,2023-08-18,502.0,162.0,15900.74,502.0,2.0,At-Risk Merchants
M01028,2024-02-14,India,Basic,Fashion,No,,2.0,118.0,6268.69,2.0,0.0,High-GMV Loyal Merchants
M01029,2024-07-27,India,Basic,Food,Yes,2025-04-15,-104.0,190.0,9525.01,-104.0,0.0,High-GMV Loyal Merchants
M01030,2023-05-12,Canada,Basic,Food,No,,13.0,126.0,6576.47,13.0,0.0,High-GMV Loyal Merchants
M01031,2024-08-23,US,Basic,Beauty,No,,2.0,99.0,5024.98,2.0,1.0,New / Fast-Growing Merchants
M01032,2023-02-11,India,Shopify,Electronics,No,,71.0,27.0,2730.91,71.0,1.0,New / Fast-Growing Merchants
M01033,2023-03-30,US,Advanced,Food,No,,8.0,29.0,6658.68,8.0,1.0,New / Fast-Growing Merchants
M01034,2024-02-06,India,Basic,Home,Yes,2024-04-15,261.0,81.0,4235.3099999999995,261.0,2.0,At-Risk Merchants
M01035,2023-10-23,US,Basic,Home,Yes,2024-06-02,214.0,159.0,8117.97,214.0,0.0,High-GMV Loyal Merchants
M01036,2023-10-22,US,Shopify,Home,No,,8.0,113.0,11478.23,8.0,0.0,High-GMV Loyal Merchants
M01037,2024-09-07,US,Basic,Fashion,No,,1.0,126.0,5957.17,1.0,0.0,High-GMV Loyal Merchants
M01038,2024-06-09,Canada,Shopify,Fashion,No,,3.0,31.0,2951.08,3.0,1.0,New / Fast-Growing Merchants
M01039,2024-11-21,US,Shopify,Home,No,,1.0,167.0,16139.58,1.0,0.0,High-GMV Loyal Merchants
M01040,2024-09-28,US,Shopify,Beauty,Yes,2024-10-29,64.0,136.0,13487.76,64.0,0.0,High-GMV Loyal Merchants
M01041,2024-02-26,US,Basic,Beauty,No,,3.0,76.0,3640.27,3.0,1.0,New / Fast-Growing Merchants
M01042,2023-01-23,India,Basic,Fashion,No,,2.0,176.0,8659.3,2.0,0.0,High-GMV Loyal Merchants
M01043,2024-07-28,US,Shopify,Home,Yes,2024-10-18,75.0,143.0,14735.25,75.0,0.0,High-GMV Loyal Merchants
M01044,2023-05-23,India,Shopify,Beauty,Yes,2023-10-17,443.0,60.0,5901.22,443.0,2.0,At-Risk Merchants
M01045,2024-10-26,US,Basic,Fashion,Yes,2025-05-16,-131.0,94.0,5052.11,-131.0,1.0,New / Fast-Growing Merchants
M01046,2023-05-25,US,Shopify,Home,Yes,2024-04-11,277.0,48.0,4863.49,277.0,2.0,At-Risk Merchants
M01047,2023-08-13,Canada,Basic,Electronics,No,,3.0,145.0,6988.81,3.0,0.0,High-GMV Loyal Merchants
M01048,2024-05-17,India,Shopify,Home,Yes,2024-10-16,81.0,32.0,3019.08,81.0,1.0,New / Fast-Growing Merchants
M01049,2024-09-07,US,Basic,Home,Yes,2025-03-14,-71.0,23.0,1273.74,-71.0,1.0,New / Fast-Growing Merchants
M01050,2023-04-14,India,Advanced,Food,No,,5.0,131.0,32483.25,5.0,3.0,Low-Value / Dormant Merchants
M01051,2023-02-08,India,Basic,Food,No,,13.0,175.0,8858.0,13.0,0.0,High-GMV Loyal Merchants
M01052,2023-07-17,Australia,Basic,Electronics,No,,6.0,78.0,3955.6,6.0,1.0,New / Fast-Growing Merchants
M01053,2024-10-07,Canada,Basic,Electronics,Yes,2025-01-26,-24.0,183.0,9323.97,-24.0,0.0,High-GMV Loyal Merchants
M01054,2024-08-01,Canada,Basic,Home,Yes,2025-02-02,-32.0,118.0,5623.81,-32.0,0.0,High-GMV Loyal Merchants
M01055,2024-01-26,Canada,Advanced,Beauty,No,,9.0,66.0,16665.37,9.0,1.0,New / Fast-Growing Merchants
M01056,2023-06-28,Australia,Advanced,Electronics,No,,16.0,14.0,3202.69,16.0,1.0,New / Fast-Growing Merchants
M01057,2024-07-07,Australia,Basic,Home,Yes,2024-12-22,15.0,82.0,3879.16,15.0,1.0,New / Fast-Growing Merchants
M01058,2024-03-23,Canada,Basic,Fashion,No,,4.0,187.0,9587.6,4.0,0.0,High-GMV Loyal Merchants
M01059,2024-05-14,Australia,Shopify,Food,No,,2.0,198.0,19880.59,2.0,0.0,High-GMV Loyal Merchants
M01060,2023-01-15,Australia,Advanced,Beauty,No,,3.0,147.0,38564.69,3.0,3.0,Low-Value / Dormant Merchants
M01061,2024-09-14,Australia,Shopify,Home,Yes,2025-03-30,-85.0,31.0,2967.76,-85.0,1.0,New / Fast-Growing Merchants
M01062,2024-10-30,Canada,Basic,Fashion,No,,1.0,188.0,9328.5,1.0,0.0,High-GMV Loyal Merchants
M01063,2023-10-16,Canada,Basic,Food,No,,3.0,162.0,8225.19,3.0,0.0,High-GMV Loyal Merchants
M01064,2024-04-22,Canada,Shopify,Fashion,Yes,2025-01-03,2.0,72.0,7173.93,2.0,1.0,New / Fast-Growing Merchants
M01065,2023-08-19,Australia,Basic,Home,No,,1.0,86.0,4528.2,1.0,1.0,New / Fast-Growing Merchants
M01066,2024-02-24,Canada,Shopify,Electronics,Yes,2025-01-07,35.0,12.0,1382.01,35.0,1.0,New / Fast-Growing Merchants
M01067,2023-06-06,Australia,Basic,Food,Yes,2024-03-31,279.0,37.0,1819.72,279.0,2.0,At-Risk Merchants
M01068,2024-07-03,US,Shopify,Fashion,No,,1.0,190.0,18702.91,1.0,0.0,High-GMV Loyal Merchants
M01069,2024-03-16,Australia,Basic,Electronics,No,,2.0,49.0,2438.72,2.0,1.0,New / Fast-Growing Merchants
M01070,2023-04-07,India,Shopify,Beauty,No,,16.0,84.0,8964.99,16.0,1.0,New / Fast-Growing Merchants
M01071,2024-02-15,Canada,Basic,Home,No,,2.0,100.0,4673.04,2.0,1.0,New / Fast-Growing Merchants
M01072,2023-10-16,Canada,Shopify,Home,Yes,2023-11-26,402.0,89.0,8861.7,402.0,2.0,At-Risk Merchants
M01073,2023-09-11,India,Basic,Food,No,,11.0,21.0,1098.81,11.0,1.0,New / Fast-Growing Merchants
M01074,2023-07-15,Australia,Shopify,Fashion,No,,25.0,43.0,4526.01,25.0,1.0,New / Fast-Growing Merchants
M01075,2024-08-20,US,Shopify,Beauty,No,,3.0,22.0,1979.42,3.0,1.0,New / Fast-Growing Merchants
M01076,2024-06-05,India,Shopify,Food,No,,1.0,150.0,15422.8,1.0,0.0,High-GMV Loyal Merchants
M01077,2024-05-31,India,Shopify,Food,Yes,2024-08-13,141.0,23.0,2385.17,141.0,1.0,New / Fast-Growing Merchants
M01078,2024-09-26,Australia,Shopify,Fashion,No,,2.0,142.0,14622.13,2.0,0.0,High-GMV Loyal Merchants
M01079,2023-04-28,Canada,Shopify,Beauty,No,,3.0,142.0,14546.43,3.0,0.0,High-GMV Loyal Merchants
M01080,2023-06-08,Australia,Basic,Fashion,No,,5.0,71.0,3750.32,5.0,1.0,New / Fast-Growing Merchants
M01081,2023-08-16,India,Shopify,Home,No,,11.0,109.0,10556.3,11.0,0.0,High-GMV Loyal Merchants
M01082,2023-08-04,India,Basic,Electronics,No,,4.0,138.0,6778.4,4.0,0.0,High-GMV Loyal Merchants
M01083,2024-11-26,Canada,Basic,Home,No,,2.0,18.0,1029.42,2.0,1.0,New / Fast-Growing Merchants
M01084,2023-01-15,Canada,Basic,Home,No,,15.0,160.0,7940.7699999999995,15.0,0.0,High-GMV Loyal Merchants
M01085,2023-06-06,Canada,Basic,Food,Yes,2024-01-08,361.0,113.0,5605.11,361.0,2.0,At-Risk Merchants
M01086,2024-10-09,Australia,Shopify,Home,No,,1.0,75.0,7828.9,1.0,1.0,New / Fast-Growing Merchants
M01087,2023-09-18,Canada,Shopify,Beauty,No,,68.0,25.0,2556.66,68.0,1.0,New / Fast-Growing Merchants
M01088,2023-06-06,India,Shopify,Home,Yes,2024-02-25,323.0,60.0,6003.38,323.0,2.0,At-Risk Merchants
M01089,2023-02-16,India,Basic,Beauty,Yes,2023-05-10,602.0,160.0,7993.43,602.0,2.0,At-Risk Merchants
M01090,2023-11-20,US,Basic,Fashion,No,,1.0,132.0,6724.8099999999995,1.0,0.0,High-GMV Loyal Merchants
M01091,2024-11-15,Australia,Basic,Food,No,,1.0,43.0,2184.38,1.0,1.0,New / Fast-Growing Merchants
M01092,2023-05-10,US,Basic,Beauty,No,,1.0,68.0,3259.22,1.0,1.0,New / Fast-Growing Merchants
M01093,2024-02-15,India,Basic,Home,Yes,2024-03-21,286.0,110.0,5026.43,286.0,2.0,At-Risk Merchants
M01094,2023-04-05,US,Basic,Food,No,,7.0,131.0,6582.26,7.0,0.0,High-GMV Loyal Merchants
M01095,2024-09-18,India,Basic,Food,Yes,2025-03-03,-61.0,86.0,4251.51,-61.0,1.0,New / Fast-Growing Merchants
M01096,2023-10-19,US,Shopify,Beauty,No,,5.0,172.0,17631.44,5.0,0.0,High-GMV Loyal Merchants
M01097,2023-10-10,Canada,Shopify,Beauty,No,,6.0,157.0,15629.95,6.0,0.0,High-GMV Loyal Merchants
M01098,2023-03-10,US,Advanced,Electronics,No,,2.0,74.0,19827.13,2.0,1.0,New / Fast-Growing Merchants
M01099,2024-10-21,Canada,Advanced,Electronics,No,,1.0,149.0,39955.36,1.0,3.0,Low-Value / Dormant Merchants
M01100,2023-01-11,Canada,Shopify,Food,No,,1.0,168.0,16697.98,1.0,0.0,High-GMV Loyal Merchants
M01101,2023-09-11,Australia,Basic,Electronics,No,,1.0,151.0,7336.94,1.0,0.0,High-GMV Loyal Merchants
M01102,2024-07-03,Canada,Shopify,Home,No,,4.0,45.0,4624.97,4.0,1.0,New / Fast-Growing Merchants
M01103,2023-05-14,Canada,Shopify,Fashion,No,,38.0,66.0,6680.82,38.0,1.0,New / Fast-Growing Merchants
M01104,2024-12-12,US,Basic,Food,No,,1.0,178.0,9084.63,1.0,0.0,High-GMV Loyal Merchants
M01105,2023-01-23,India,Basic,Fashion,Yes,2023-05-19,593.0,147.0,7135.62,593.0,2.0,At-Risk Merchants
M01106,2023-12-12,Australia,Shopify,Electronics,Yes,2024-03-30,277.0,177.0,17922.06,277.0,2.0,At-Risk Merchants
M01107,2023-10-29,Canada,Basic,Beauty,Yes,2024-06-28,191.0,38.0,1924.2,191.0,1.0,New / Fast-Growing Merchants
